#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

d_cimmeria;Cimmeria;Cimmeria;Cimmeria;;Cimmeria;;;;;;;;;x
d_cimmeria_adj;Cimmerian;Cimmerian;Cimmerian;;Cimmerian;;;;;;;;;x
d_cornovia;Cornovia;Cornovia;Cornovia;;Cornovia;;;;;;;;;x
d_cornovia_adj;Cornovian;Cornovian;Cornovian;;Cornovian;;;;;;;;;x
d_dardania;Dardania;Dardania;Dardania;;Dardania;;;;;;;;;x
d_dardania_adj;Dardanian;Dardanian;Dardanian;;Dardanian;;;;;;;;;x
d_deifr;Deifr;Deifr;Deifr;;Deifr;;;;;;;;;x
d_garamig;Garamig;Garamig;Garamig;;Garamig;;;;;;;;;x
d_garamig_adj;Garamigani;Garamigani;Garamigani;;Garamigani;;;;;;;;;x
d_gothia;Gothia;Gothia;Gothia;;Gothia;;;;;;;;;x
d_gothia_adj;Gothian;Gothian;Gothian;;Gothian;;;;;;;;;x
d_hellespont;Hellespontus;Hellespontus;Hellespontus;;Hellespontus;;;;;;;;;x
d_hellespont_adj;Hellespontic;Hellespontic;Hellespontic;;Hellespontic;;;;;;;;;x
d_helvetia;Helvetia;Helvetia;Helvetia;;Helvetia;;;;;;;;;x
d_helvetia_adj;Helvetic;Helvetic;Helvetic;;Helvetic;;;;;;;;;x
d_kemet;Kumat;Kumat;Kumat;;Kumat;;;;;;;;;x
d_kemet_adj;Kumati;Kumati;Kumati;;Kumati;;;;;;;;;x
d_korchev;Korchev;Korchev;Korchev;;Korchev;;;;;;;;;x
d_liburnia;Liburnia;Liburnia;Liburnia;;Liburnia;;;;;;;;;x
d_liburnia_adj;Liburnian;Liburnian;Liburnian;;Liburnian;;;;;;;;;x
d_liguria;Liguria;Liguria;Liguria;;Liguria;;;;;;;;;x
d_liguria_adj;Ligurian;Ligurian;Ligurian;;Ligurian;;;;;;;;;x
d_lucania;Lucania;Lucania;Lucania;;Lucania;;;;;;;;;x
d_lucania_adj;Lucanio;Lucanio;Lucanio;;Lucanio;;;;;;;;;x
d_lyon;Lyon;Lyon;Lyon;;Lyon;;;;;;;;;x
d_lyon_adj;Lyonnais;Lyonnais;Lyonnais;;Lyonnais;;;;;;;;;x
d_mahra;Mahra;Mahra;Mahra;;Mahra;;;;;;;;;x
d_mahra_adj;Mahran;Mahran;Mahran;;Mahran;;;;;;;;;x
d_mainz;Maguntia;Maguntia;Maguntia;;Maguntia;;;;;;;;;x
d_mainz_adj;Maguntian;Maguntian;Maguntian;;Maguntian;;;;;;;;;x
d_merida;Mérida;Mérida;Mérida;;Mérida;;;;;;;;;x
d_merida_adj;Emeritense;Emeritense;Emeritense;;Emeritense;;;;;;;;;x
d_milan;Milan;Milan;Milan;;Milan;;;;;;;;;x
d_milan_adj;Milanese;Milanese;Milanese;;Milanese;;;;;;;;;x
d_noricum;Noricum;Noricum;Noricum;;Noricum;;;;;;;;;x
d_noricum_adj;Noric;Noric;Noric;;Noric;;;;;;;;;x
d_oleshia;Oleshia;Oleshia;Oleshia;;Oleshia;;;;;;;;;x
d_oleshia;Oleshky;Oleshky;Oleshky;;Oleshky;;;;;;;;;x
d_olisipo;Olissipona;Olissipona;Olissipona;;Olissipona;;;;;;;;;x
d_olisipo_adj;Olissiponne;Olissiponne;Olissiponne;;Olissiponne;;;;;;;;;x
d_osroene;Osroene;Osroene;Osroene;;Osroene;;;;;;;;;x
d_osroene_adj;Osroenic;Osroenic;Osroenic;;Osroenic;;;;;;;;;x
d_padua;Padua;Padua;Padua;;Padua;;;;;;;;;x
d_padua_adj;Paduan;Paduan;Paduan;;Paduan;;;;;;;;;x
d_phoenice;Phoenice;Phoenice;Phoenice;;Phoenice;;;;;;;;;x
d_phoenice_adj;Phoenician;Phoenician;Phoenician;;Phoenician;;;;;;;;;x
d_raetia;Raetia;Raetia;Raetia;;Raetia;;;;;;;;;x
d_raetia_adj;Retic;Retic;Retic;;Retic;;;;;;;;;x
d_rheged;Rheged;Rheged;Rheged;;Rheged;;;;;;;;;x
d_ravenna;Ravenna;Ravenna;Ravenna;;Ravenna;;;;;;;;;x
d_ravenna_adj;Ravennan;Ravennan;Ravennan;;Ravennan;;;;;;;;;x
d_salamanca;Salamanca;Salamanca;Salamanca;;Salamanca;;;;;;;;;x
d_salamanca_adj;Salamancan;Salamancan;Salamancan;;Salamancan;;;;;;;;;x
d_saoconna;Saoconna;Saoconna;Saoconna;;Saoconna;;;;;;;;;x
d_saoconna_adj;Saoconnan;Saoconnan;Saoconnan;;Saoconnan;;;;;;;;;x
d_savia;Savia;Savia;Savia;;Savia;;;;;;;;;x
d_savia_adj;Savian;Savian;Savian;;Savian;;;;;;;;;x
d_scythia_minor;Scythia Minor;Scythia Minor;Scythia Minor;;Scythia Minor;;;;;;;;;x
d_scythia_minor_adj;Scythian;Scythian;Scythian;;Scythian;;;;;;;;;x
d_slovakia;Slovakia;Slovakia;Slovakia;;Slovakia;;;;;;;;;x
d_slovakia_adj;Slovakian;Slovakian;Slovakian;;Slovakian;;;;;;;;;x
d_syagria;Syagria;Syagria;Syagria;;Syagria;;;;;;;;;x
d_syagria_adj;Syagrian;Syagrian;Syagrian;;Syagrian;;;;;;;;;x
d_syrian_desert;Syrian Desert;Syrian Desert;Syrian Desert;;Syrian Desert;;;;;;;;;x
d_tarragona;Tarragona;Tarragona;Tarragona;;Tarragona;;;;;;;;;x
d_tarragona_adj;Tarragonense;Tarragonense;Tarragonense;;Tarragonense;;;;;;;;;x
d_thebais;Thebais;Thebais;Thebais;;Thebais;;;;;;;;;x
d_thebais_adj;Thebaid;Thebaid;Thebaid;;Thebaid;;;;;;;;;x
d_thracia;Thracia;Thracia;Thracia;;Thracia;;;;;;;;;x
d_thracia_adj;Thracian;Thracian;Thracian;;Thracian;;;;;;;;;x
d_trans-atlas;Trans-Atlas;Trans-Atlas;Trans-Atlas;;Trans-Atlas;;;;;;;;;
d_transjordan;Transjordan;Transjordan;Transjordan;;Transjordan;;;;;;;;;x
d_upper_moesia;Upper Moesia;Upper Moesia;Upper Moesia;;Upper Moesia;;;;;;;;;x
d_vacaya;Vacaya;Vacaya;Vacaya;;Vacaya;;;;;;;;;x
d_vacaya_adj;Vacayan;Vacayan;Vacayan;;Vacayan;;;;;;;;;x

k_aksum;Aksum;Aksum;Aksum;;Aksum;;;;;;;;;x
k_aksum_adj;Aksumite;Aksumite;Aksumite;;Aksumite;;;;;;;;;x
k_arabia_petraea;Arabia Petraea;Arabia Petraea;Arabia Petraea;;Arabia Petraea;;;;;;;;;x
k_arabia_petraea_adj;Arabian;Arabian;Arabian;;Arabian;;;;;;;;;x
k_asia;Asia;Asia;Asia;;Asia;;;;;;;;;x
k_asia_adj;Asian;Asian;Asian;;Asian;;;;;;;;;x
k_bardulia;Bardulia;Bardulia;Bardulia;;Bardulia;;;;;;;;;x
k_bardulia_adj;Bardulian;Bardulian;Bardulian;;Bardulian;;;;;;;;;x
k_betica;Bætica;Bætica;Bætica;;Bætica;;;;;;;;;x
k_betica_adj;Bætican;Bætican;Bætican;;Bætican;;;;;;;;;x
k_burdigala;Burdigala;Burdigala;Burdigala;;Burdigala;;;;;;;;;x
k_burdigala_adj;Burdigalan;Burdigalan;Burdigalan;;Burdigalan;;;;;;;;;x
k_cartagena;Cartagena;Cartagena;Cartagena;;Cartagena;;;;;;;;;x
k_cartagena_adj;Cartagenero;Cartagenero;Cartagenero;;Cartagenero;;;;;;;;;x
k_cumbria;Cumbria;Cumbria;Cumbria;;Cumbria;;;;;;;;;x
k_cumbria_adj;Cumbric;Cumbric;Cumbric;;Cumbric;;;;;;;;;x
k_czechia;Czechia;Czechia;Czechia;;Czechia;;;;;;;;;x
k_czechia_adj;Czech;Czech;Czech;;Czech;;;;;;;;;x
k_danubia;Danubia;Danubia;Danubia;;Danubia;;;;;;;;;x
k_danubia_adj;Danubia;Danubia;Danubia;;Danubia;;;;;;;;;x
k_galicia;Galicia;Galicia;Galicia;;Galicia;;;;;;;;;x
k_galicia_adj;Galician;Galician;Galician;;Galician;;;;;;;;;x
k_gallia;Gallia;Gallia;Gallia;;Gallia;;;;;;;;;x
k_gallia_adj;Gallic;Gallic;Gallic;;Gallic;;;;;;;;;x
k_gothia;Gothia;Gothia;Gothia;;Gothia;;;;;;;;;x
k_gothia_adj;Gothic;Gothic;Gothic;;Gothic;;;;;;;;;x
k_himyar;Himyar;Himyar;Himyar;;Himyar;;;;;;;;;x
k_himyar_adj;Himyarite;Himyarite;Himyarite;;Himyarite;;;;;;;;;x
k_hira;Hira;Hira;Hira;;Hira;;;;;;;;;x
k_hira_adj;Hira;Hira;Hira;;Hira;;;;;;;;;x
k_illyria;Illyria;Illyria;Illyria;;Illyria;;;;;;;;;x
k_illyria_adj;Illyrian;Illyrian;Illyrian;;Illyrian;;;;;;;;;x
k_lloegyr;Lloegyr;Lloegyr;Lloegyr;;Lloegyr;;;;;;;;;x
k_lusitania;Lusitania;Lusitania;Lusitania;;Lusitania;;;;;;;;;x
k_lusitania_adj;Lusitanian;Lusitanian;Lusitanian;;Lusitanian;;;;;;;;;x
k_mercurial;The Mercurial Pontificate;The Mercurial Pontificate;The Mercurial Pontificate;;The Mercurial Pontificate;;;;;;;;;x
k_moesia;Moesia;Moesia;Moesia;;Moesia;;;;;;;;;x
k_moesia_adj;Moesian;Moesian;Moesian;;Moesian;;;;;;;;;x
k_numidia;Numidia;Numidia;Numidia;;Numidia;;;;;;;;;x
k_numidia_adj;Numidian;Numidian;Numidian;;Numidian;;;;;;;;;x
k_padania;Padania;Padania;Padania;;Padania;;;;;;;;;x
k_padania_adj;Padanian;Padanian;Padanian;;Padanian;;;;;;;;;x
k_pannonia;Pannonia;Pannonia;Pannonia;;Pannonia;;;;;;;;;x
k_pannonia_adj;Pannonian;Pannonian;Pannonian;;Pannonian;;;;;;;;;x
k_pontus;Pontus;Pontus;Pontus;;Pontus;;;;;;;;;x
k_pontus_adj;Pontic;Pontic;Pontic;;Pontic;;;;;;;;;x
k_raetia;Raetia;Raetia;Raetia;;Raetia;;;;;;;;;x
k_raetia_adj;Retic;Retic;Retic;;Retic;;;;;;;;;x
k_swabia;Swabia;Swabia;Swabia;;Swabia;;;;;;;;;x
k_swabia_adj;Swabian;Swabian;Swabian;;Swabian;;;;;;;;;x
k_tarraconense;Tarraconense;Tarraconense;Tarraconense;;Tarraconense;;;;;;;;;x
k_thrace;Thrace;Thrace;Thrace;;Thrace;;;;;;;;;x
k_thrace_adj;Thracian;Thracian;Thracian;;Thracian;;;;;;;;;x

e_caucasia;Caucasia;Caucasia;Caucasia;;Caucasia;;;;;;;;;x
e_caucasia_adj;Caucasian;Caucasian;Caucasian;;Caucasian;;;;;;;;;x
e_oriens;Oriens;Oriens;Oriens;;Oriens;;;;;;;;;x
